archived_urlkey,archived_timestamp,parsed_archived_timestamp,archived_tweet_url,parsed_archived_tweet_url,original_tweet_url,parsed_tweet_url,available_tweet_text,available_tweet_is_RT,available_tweet_info,archived_mimetype,archived_statuscode,archived_digest,archived_length
"com,twitter)/gcrclassic/status/1524619494915780609",20220512051655,,https://web.archive.org/web/20220512051655/https://twitter.com/GCRClassic/status/1524619494915780609,https://web.archive.org/web/20220512051655/https://twitter.com/gcrclassic/status/1524619494915780609,https://twitter.com/GCRClassic/status/1524619494915780609,https://twitter.com/gcrclassic/status/1524619494915780609,,,,text/html,200,XXFLMSSTMSP3OOVZ5APU3YDPH3HLJ5P2,3292
"com,twitter)/gcrclassic/status/1524619494915780609",20220812014945,,https://web.archive.org/web/20220812014945/https://twitter.com/GCRClassic/status/1524619494915780609,https://web.archive.org/web/20220812014945/https://twitter.com/gcrclassic/status/1524619494915780609,https://twitter.com/GCRClassic/status/1524619494915780609,https://twitter.com/gcrclassic/status/1524619494915780609,,,,text/html,200,S7FA5K4IXJJ2CR4IV4DG2RIUQYDOZHWX,76041
"com,twitter)/gcrclassic/status/1524619494915780609",20220825225340,,https://web.archive.org/web/20220825225340/https://twitter.com/GCRClassic/status/1524619494915780609,https://web.archive.org/web/20220825225340/https://twitter.com/gcrclassic/status/1524619494915780609,https://twitter.com/GCRClassic/status/1524619494915780609,https://twitter.com/gcrclassic/status/1524619494915780609,,,,text/html,200,3SLCIVL6MMAKHJPEOTNEKNIRO34A4MYP,82556
"com,twitter)/gcrclassic/status/1524619494915780609",20220827225405,,https://web.archive.org/web/20220827225405/https://twitter.com/GCRClassic/status/1524619494915780609,https://web.archive.org/web/20220827225405/https://twitter.com/gcrclassic/status/1524619494915780609,https://twitter.com/GCRClassic/status/1524619494915780609,https://twitter.com/gcrclassic/status/1524619494915780609,,,,text/html,200,MLNFMOKO5VWYBSCVPO6KHPHRICK54FK7,82572
"com,twitter)/gcrclassic/status/1524625754172055553",20220512054142,,https://web.archive.org/web/20220512054142/https://twitter.com/GCRClassic/status/1524625754172055553,https://web.archive.org/web/20220512054142/https://twitter.com/gcrclassic/status/1524625754172055553,https://twitter.com/GCRClassic/status/1524625754172055553,https://twitter.com/gcrclassic/status/1524625754172055553,,,,text/html,200,LMA6XXUOPYKQW5ECVFGI3O7ORTZZUNCL,2809
"com,twitter)/gcrclassic/status/1524625754172055553",20220716061347,,https://web.archive.org/web/20220716061347/https://twitter.com/GCRClassic/status/1524625754172055553,https://web.archive.org/web/20220716061347/https://twitter.com/gcrclassic/status/1524625754172055553,https://twitter.com/GCRClassic/status/1524625754172055553,https://twitter.com/gcrclassic/status/1524625754172055553,,,,text/html,200,VOPJROG3IPKCXLSUKOEDKBLJKZAMXO45,73492
"com,twitter)/gcrclassic/status/1524625754172055553",20220809162658,,https://web.archive.org/web/20220809162658/https://twitter.com/GCRClassic/status/1524625754172055553,https://web.archive.org/web/20220809162658/https://twitter.com/gcrclassic/status/1524625754172055553,https://twitter.com/GCRClassic/status/1524625754172055553,https://twitter.com/gcrclassic/status/1524625754172055553,,,,text/html,200,IGB3QAAYWPMI4CDUOWUUN35JGICD7GL4,73867
"com,twitter)/gcrclassic/status/1524625754172055553%0a",20220830130606,,"https://web.archive.org/web/20220830130606/https://twitter.com/GCRClassic/status/1524625754172055553
",https://web.archive.org/web/20220830130606/https://twitter.com/gcrclassic/status/1524625754172055553,https://twitter.com/GCRClassic/status/1524625754172055553%0A,https://twitter.com/gcrclassic/status/1524625754172055553,,,,text/html,200,INZUK5HL36L2BYD547YIVIW7SE5AV2Z5,17266
"com,twitter)/gcrclassic/status/1524625754172055553",20220830132615,,https://web.archive.org/web/20220830132615/https://twitter.com/GCRClassic/status/1524625754172055553,https://web.archive.org/web/20220830132615/https://twitter.com/gcrclassic/status/1524625754172055553,https://twitter.com/GCRClassic/status/1524625754172055553,https://twitter.com/gcrclassic/status/1524625754172055553,,,,text/html,200,MD2LEED4XGIF4LGEGPXUYMM7MEVEKEL5,17347
"com,twitter)/gcrclassic/status/1524628487927218177",20220716210011,,https://web.archive.org/web/20220716210011/https://twitter.com/GCRClassic/status/1524628487927218177,https://web.archive.org/web/20220716210011/https://twitter.com/gcrclassic/status/1524628487927218177,https://twitter.com/GCRClassic/status/1524628487927218177,https://twitter.com/gcrclassic/status/1524628487927218177,,,,text/html,200,QZUBA7VCYUN5EYMMCTJSVPYYQYMUHCQ6,93703
"com,twitter)/gcrclassic/status/1525403294750892033",20220514091156,,https://web.archive.org/web/20220514091156/https://twitter.com/GCRClassic/status/1525403294750892033,https://web.archive.org/web/20220514091156/https://twitter.com/gcrclassic/status/1525403294750892033,https://twitter.com/GCRClassic/status/1525403294750892033,https://twitter.com/gcrclassic/status/1525403294750892033,,,,text/html,200,ZQMYVO3OSG77IST6NYDS6YO5HRMLMTNQ,7260
